InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName,month,day_of_week,day_of_month
11_CARDEND_5297,11,5297,Southern Comfort,750mL,1,13.99,13.99,2016-02-06,750,1,0.79,1128,BROWN-FORMAN CORP          ,2,5,6
10_HORNSEY_18375,10,18375,Antinori Villa Wh,750mL,2,25.98,12.99,2016-02-06,750,2,0.22,8673,STE MICHELLE WINE ESTATES  ,2,5,6
15_WANBORNE_7284,15,7284,Colombo Marsala Dry,750mL,1,9.99,9.99,2016-02-06,750,2,0.11,9552,M S WALKER INC             ,2,5,6
10_HORNSEY_19782,10,19782,Marques de Caceres Gran RSV,750mL,1,24.99,24.99,2016-02-06,750,2,0.11,1587,VINEYARD BRANDS INC        ,2,5,6
17_OLDHAM_5365,17,5365,Kahlua,750mL,2,39.98,19.99,2016-02-06,750,1,1.57,17035,PERNOD RICARD USA          ,2,5,6
15_WANBORNE_23095,15,23095,Glen Ellen Cab Svgn RSV,1.5L,1,6.99,6.99,2016-02-06,1500,2,0.22,9815,WINE GROUP INC             ,2,5,6
13_TARMSWORTH_7716,13,7716,Andre Brut,750mL,12,71.88,5.99,2016-02-06,750,2,1.35,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_6938,1,6938,Vendange Chard,1.5L,2,15.98,7.99,2016-02-06,1500,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,5,6
13_TARMSWORTH_8236,13,8236,Jim Beam,50mL,2,2.98,1.49,2016-02-06,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
10_HORNSEY_15892,10,15892,Red Guitar Sangria,750mL,1,5.99,5.99,2016-02-06,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,5,6
15_WANBORNE_3276,15,3276,Gordons London Dry,1.75L,1,14.99,14.99,2016-02-06,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
15_WANBORNE_41254,15,41254,Ch St Jean Merlot Cal,750mL,1,9.95,9.95,2016-02-06,750,2,0.11,9819,TREASURY WINE ESTATES      ,2,5,6
11_CARDEND_44717,11,44717,Dom Chandon Rose Spklg,750mL,1,15.99,15.99,2016-02-06,750,2,0.11,8112,MOET HENNESSY USA INC      ,2,5,6
11_CARDEND_19507,11,19507,Geyser Peak Svgn Bl,750mL,2,19.98,9.99,2016-02-06,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,2,5,6
16_LUNDY_31231,16,31231,Nobilo Svgn Bl MarlborougH,750mL,1,13.99,13.99,2016-02-06,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,5,6
15_WANBORNE_6938,15,6938,Vendange Chard,1.5L,3,23.97,7.99,2016-02-06,1500,2,0.68,1392,CONSTELLATION BRANDS INC   ,2,5,6
10_HORNSEY_812,10,812,Jagermeister Liqueur,Liter,5,104.95,20.99,2016-02-06,1000,1,5.25,3089,SIDNEY FRANK IMPORTING CO  ,2,5,6
10_HORNSEY_44148,10,44148,Polka Dot Rsl Pfalz,750mL,1,6.99,6.99,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_23229,1,23229,Ch St Jean Belle Terre Chard,750mL,1,14.99,14.99,2016-02-06,750,2,0.11,9819,TREASURY WINE ESTATES      ,2,5,6
10_HORNSEY_1892,10,1892,Yukon Jack,50mL,25,24.75,0.99,2016-02-06,50,1,1.31,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
12_LEESIDE_41253,12,41253,Ch St Jean Cab Svgn Cal,750mL,3,29.85,9.95,2016-02-06,750,2,0.34,9819,TREASURY WINE ESTATES      ,2,5,6
19_WINTERVALE_3276,19,3276,Gordons London Dry,1.75L,1,14.99,14.99,2016-02-06,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
17_OLDHAM_5138,17,5138,Fireball Cinnamon Whisky,750mL,7,97.93,13.99,2016-02-06,750,1,5.51,8004,SAZERAC CO INC             ,2,5,6
18_FURNESS_8737,18,8737,Freixenet Cordon Negro Brut,750mL,3,38.97,12.99,2016-02-06,750,2,0.34,4425,MARTIGNETTI COMPANIES,2,5,6
17_OLDHAM_3139,17,3139,Grey Goose Le Melon,750mL,1,23.99,23.99,2016-02-06,750,1,0.79,480,BACARDI USA INC            ,2,5,6
10_HORNSEY_10420,10,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_7990,1,7990,Noilly Prat Sweet Vermouth,Liter,1,9.99,9.99,2016-02-06,1000,1,1.05,480,BACARDI USA INC            ,2,5,6
13_TARMSWORTH_4762,13,4762,Hartley Brandy VS,750mL,1,6.99,6.99,2016-02-06,750,1,0.79,8004,SAZERAC CO INC             ,2,5,6
10_HORNSEY_3458,10,3458,Ciroc Amaretto Vodka,750mL,2,39.98,19.99,2016-02-06,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
15_WANBORNE_3687,15,3687,Fleischmanns Royal Traveler,750mL,2,9.98,4.99,2016-02-06,750,1,1.57,660,SAZERAC NORTH AMERICA INC. ,2,5,6
11_CARDEND_37786,11,37786,Lindemans Bin 45 Cab Svgn,1.5L,3,26.97,8.99,2016-02-06,1500,2,0.68,4425,MARTIGNETTI COMPANIES,2,5,6
18_FURNESS_8202,18,8202,Sambuca Romana,750mL,1,19.99,19.99,2016-02-06,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
12_LEESIDE_5242,12,5242,Cointreau Liqueur,750mL,1,31.99,31.99,2016-02-06,750,1,0.79,7239,REMY COINTREAU USA INC     ,2,5,6
10_HORNSEY_45266,10,45266,XYZin Old Vines Znfdl,750mL,1,12.99,12.99,2016-02-06,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,5,6
1_HARDERSFIELD_3896,1,3896,Zhenka Vodka,375mL,10,32.9,3.29,2016-02-06,375,1,3.94,9552,M S WALKER INC             ,2,5,6
17_OLDHAM_8155,17,8155,Black Velvet Plastic,375mL,1,4.99,4.99,2016-02-06,375,1,0.39,1392,CONSTELLATION BRANDS INC   ,2,5,6
12_LEESIDE_12220,12,12220,Angeline Pnt Nr,750mL,4,31.8,7.95,2016-02-06,750,2,0.45,9552,M S WALKER INC             ,2,5,6
1_HARDERSFIELD_5311,1,5311,Amaretto DiSaronno,1.75L,2,71.98,35.99,2016-02-06,1750,1,3.67,2555,DISARONNO INTERNATIONAL LLC,2,5,6
19_WINTERVALE_10723,19,10723,R M Woodbridge Chard,1.5L,1,11.99,11.99,2016-02-06,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,5,6
19_WINTERVALE_10298,19,10298,Alamos Torrontes,750mL,1,9.99,9.99,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
15_WANBORNE_3310,15,3310,Pinnacle Vodka,375mL,3,14.97,4.99,2016-02-06,375,1,1.18,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
10_HORNSEY_5890,10,5890,Godiva Wh Chocolate Liqueur,750mL,1,21.99,21.99,2016-02-06,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
18_FURNESS_3405,18,3405,Tito's Handmade Vodka,1.75L,1,28.99,28.99,2016-02-06,1750,1,1.84,4425,MARTIGNETTI COMPANIES,2,5,6
18_FURNESS_3512,18,3512,Pinnacle Vodka,1.75L,1,16.99,16.99,2016-02-06,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
17_OLDHAM_5747,17,5747,Malibu Pineapple Rum,750mL,2,25.98,12.99,2016-02-06,750,1,1.57,17035,PERNOD RICARD USA          ,2,5,6
15_WANBORNE_3486,15,3486,Tanqueray,375mL,2,25.98,12.99,2016-02-06,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
14_BROMWICH_1376,14,1376,Jim Beam,1.75L,4,103.96,25.99,2016-02-06,1750,1,7.35,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
13_TARMSWORTH_1232,13,1232,Jack Daniels No 7 Black,750mL,1,22.99,22.99,2016-02-06,750,1,0.79,1128,BROWN-FORMAN CORP          ,2,5,6
15_WANBORNE_4422,15,4422,Jenkins Spiced Rum,1.75L,1,11.49,11.49,2016-02-06,1750,1,1.84,9552,M S WALKER INC             ,2,5,6
10_HORNSEY_8413,10,8413,St Elder Elderflower Liqueur,750mL,1,17.99,17.99,2016-02-06,750,1,0.79,9552,M S WALKER INC             ,2,5,6
15_WANBORNE_19283,15,19283,Roscato Bianco,750mL,2,21.98,10.99,2016-02-06,750,2,0.22,6785,PALM BAY INTERNATIONAL INC ,2,5,6
16_LUNDY_5872,16,5872,Godiva Chocolate Liqueur,50mL,1,2.99,2.99,2016-02-06,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
17_OLDHAM_3834,17,3834,Skyy Vodka,750mL,1,12.99,12.99,2016-02-06,750,1,0.79,11567,CAMPARI AMERICA            ,2,5,6
11_CARDEND_11828,11,11828,Cupcake Svgn Bl,750mL,5,39.95,7.99,2016-02-06,750,2,0.56,9815,WINE GROUP INC             ,2,5,6
15_WANBORNE_38546,15,38546,Mark West Pnt Nr Sonoma,750mL,3,38.97,12.99,2016-02-06,750,2,0.34,1392,CONSTELLATION BRANDS INC   ,2,5,6
10_HORNSEY_508,10,508,Bacardi Superior Rum,Liter,1,15.49,15.49,2016-02-06,1000,1,1.05,480,BACARDI USA INC            ,2,5,6
11_CARDEND_3310,11,3310,Pinnacle Vodka,375mL,2,9.98,4.99,2016-02-06,375,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
17_OLDHAM_8023,17,8023,DeKuyper Triple Sec,750mL,1,4.49,4.49,2016-02-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
15_WANBORNE_1267,15,1267,Fitch's Goat 100% Corn Whsky,750mL,1,29.99,29.99,2016-02-06,750,1,0.79,4425,MARTIGNETTI COMPANIES,2,5,6
13_TARMSWORTH_2443,13,2443,Seagrams VO,1.75L,1,20.99,20.99,2016-02-06,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
14_BROMWICH_3878,14,3878,Smirnoff 80 Proof,750mL,2,25.98,12.99,2016-02-06,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
17_OLDHAM_5676,17,5676,Kinky Liqueur,50mL,5,9.95,1.99,2016-02-06,50,1,0.26,7153,PINE STATE TRADING CO      ,2,5,6
14_BROMWICH_12220,14,12220,Angeline Pnt Nr,750mL,2,15.9,7.95,2016-02-06,750,2,0.22,9552,M S WALKER INC             ,2,5,6
1_HARDERSFIELD_1231,1,1231,Jack Daniels No 7 Black,375mL,4,51.96,12.99,2016-02-06,375,1,1.57,1128,BROWN-FORMAN CORP          ,2,5,6
14_BROMWICH_10296,14,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.49,15.49,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
10_HORNSEY_42188,10,42188,Moet & Chandon Nectar Imp Rs,750mL,3,157.47,52.49,2016-02-06,750,2,0.34,8112,MOET HENNESSY USA INC      ,2,5,6
15_WANBORNE_6264,15,6264,Cooks Extra Dry,750mL,4,27.96,6.99,2016-02-06,750,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,5,6
11_CARDEND_2757,11,2757,Johnnie Walker Red Label,1.75L,3,89.97,29.99,2016-02-06,1750,1,5.51,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
11_CARDEND_8155,11,8155,Black Velvet Plastic,375mL,2,9.98,4.99,2016-02-06,375,1,0.79,1392,CONSTELLATION BRANDS INC   ,2,5,6
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,2,39.98,19.99,2016-02-06,750,2,0.22,9552,M S WALKER INC             ,2,5,6
14_BROMWICH_25995,14,25995,Gallo Cafe Znfdl Cal,1.5L,1,9.99,9.99,2016-02-06,1500,2,0.22,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_5875,1,5875,Malibu Light Bl Hawaiian RTD,1.75L,1,19.99,19.99,2016-02-06,1750,1,1.84,17035,PERNOD RICARD USA          ,2,5,6
10_HORNSEY_2656,10,2656,Cutty Sark,1.75L,2,63.98,31.99,2016-02-06,1750,1,3.67,2561,EDRINGTON AMERICAS         ,2,5,6
11_CARDEND_2631,11,2631,Scapa 16 Yr Old Single Malt,750mL,1,69.99,69.99,2016-02-06,750,1,0.79,17035,PERNOD RICARD USA          ,2,5,6
1_HARDERSFIELD_36620,1,36620,Talbott Kali Hart Mtry Chard,750mL,1,16.99,16.99,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
15_WANBORNE_1345,15,1345,Basil Hayden Bourbon,750mL,1,38.99,38.99,2016-02-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
15_WANBORNE_39413,15,39413,Mirassou Pnt Nr Cntrl Coast,750mL,2,17.98,8.99,2016-02-06,750,2,0.22,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_23095,1,23095,Glen Ellen Cab Svgn RSV,1.5L,1,6.99,6.99,2016-02-06,1500,2,0.22,9815,WINE GROUP INC             ,2,5,6
14_BROMWICH_7715,14,7715,Andre Extra Dry,750mL,1,5.99,5.99,2016-02-06,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_3999,1,3999,Hornitos Anejo Tequila,750mL,1,23.99,23.99,2016-02-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
16_LUNDY_2932,16,2932,Jameson Black Barrel,750mL,1,31.99,31.99,2016-02-06,750,1,0.79,17035,PERNOD RICARD USA          ,2,5,6
18_FURNESS_8590,18,8590,Arrow Peppermint Schnapps,750mL,1,5.99,5.99,2016-02-06,750,1,0.79,8352,LUXCO INC                  ,2,5,6
10_HORNSEY_5342,10,5342,Grand Marnier,750mL,1,28.99,28.99,2016-02-06,750,1,0.79,8112,MOET HENNESSY USA INC      ,2,5,6
1_HARDERSFIELD_41213,1,41213,A to Z Pnt Nr Ore,750mL,3,41.85,13.95,2016-02-06,750,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
15_WANBORNE_28887,15,28887,Livingston Nat Flvrs Chard,3L,1,12.99,12.99,2016-02-06,3000,2,0.45,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_4337,1,4337,Rumson's Grand Rsv Rum,750mL,1,43.99,43.99,2016-02-06,750,1,0.79,7153,PINE STATE TRADING CO      ,2,5,6
1_HARDERSFIELD_1232,1,1232,Jack Daniels No 7 Black,750mL,4,91.96,22.99,2016-02-06,750,1,3.15,1128,BROWN-FORMAN CORP          ,2,5,6
1_HARDERSFIELD_2534,1,2534,The Dalmore 12Yr Single Malt,750mL,1,54.99,54.99,2016-02-06,750,1,0.79,3252,E & J GALLO WINERY         ,2,5,6
15_WANBORNE_3915,15,3915,Sauza Silver Tequila,750mL,2,25.98,12.99,2016-02-06,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
1_HARDERSFIELD_538,1,538,Amaretto DiSaronno,375mL,3,35.97,11.99,2016-02-06,375,1,1.18,2555,DISARONNO INTERNATIONAL LLC,2,5,6
14_BROMWICH_178,14,178,Wild Turkey Russell's RSV,750mL,1,27.99,27.99,2016-02-06,750,1,0.79,11567,CAMPARI AMERICA            ,2,5,6
10_HORNSEY_3227,10,3227,Taaka Gin,1.75L,1,8.99,8.99,2016-02-06,1750,1,1.84,8004,SAZERAC CO INC             ,2,5,6
1_HARDERSFIELD_8135,1,8135,Choco Lat Liqueur,750mL,2,21.98,10.99,2016-02-06,750,1,1.57,9552,M S WALKER INC             ,2,5,6
10_HORNSEY_3779,10,3779,Three Olives Cherry Vodka,750mL,1,12.99,12.99,2016-02-06,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,2,5,6
1_HARDERSFIELD_4258,1,4258,Bacardi Mango Fusion,750mL,3,35.97,11.99,2016-02-06,750,1,2.36,480,BACARDI USA INC            ,2,5,6
13_TARMSWORTH_12220,13,12220,Angeline Pnt Nr,750mL,4,31.8,7.95,2016-02-06,750,2,0.45,9552,M S WALKER INC             ,2,5,6
13_TARMSWORTH_1397,13,1397,Jim Beam Kentucky Fire,750mL,1,14.49,14.49,2016-02-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
16_LUNDY_3522,16,3522,Platinum 7X Distilled Vodka,1.75L,12,155.88,12.99,2016-02-06,1750,1,22.05,8004,SAZERAC CO INC             ,2,5,6
11_CARDEND_7716,11,7716,Andre Brut,750mL,3,17.97,5.99,2016-02-06,750,2,0.34,3252,E & J GALLO WINERY         ,2,5,6
18_FURNESS_2105,18,2105,Black Velvet Toasted Caramel,750mL,1,9.99,9.99,2016-02-06,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,2,5,6
14_BROMWICH_14706,14,14706,Cupcake Prosecco,750mL,3,29.97,9.99,2016-02-06,750,2,0.34,9815,WINE GROUP INC             ,2,5,6
14_BROMWICH_11219,14,11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.99,15.99,2016-02-06,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,5,6
14_BROMWICH_7320,14,7320,Malibu Rum Punch RTD,1.75L,1,19.99,19.99,2016-02-06,1750,1,1.84,17035,PERNOD RICARD USA          ,2,5,6
15_WANBORNE_33874,15,33874,Bella Sera Pinot Grigio Del,1.5L,5,49.95,9.99,2016-02-06,1500,2,1.12,3252,E & J GALLO WINERY         ,2,5,6
1_HARDERSFIELD_1835,1,1835,Knappogue Castle Irish Whsky,750mL,2,63.98,31.99,2016-02-06,750,1,1.57,1485,CASTLE BRANDS CORP.        ,2,5,6
14_BROMWICH_6479,14,6479,Clos du Bois Chard,750mL,1,12.99,12.99,2016-02-06,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,5,6
1_HARDERSFIELD_14624,1,14624,The Naked Grape Pnt Nr,750mL,2,13.98,6.99,2016-02-06,750,2,0.22,3252,E & J GALLO WINERY         ,2,5,6
13_TARMSWORTH_4916,13,4916,Mr Boston Coffee Brandy,1.75L,3,29.97,9.99,2016-02-06,1750,1,5.51,660,SAZERAC NORTH AMERICA INC. ,2,5,6
15_WANBORNE_44337,15,44337,Irony Cab Svgn,750mL,1,14.99,14.99,2016-02-06,750,2,0.11,2242,DELICATO VINEYARDS INC     ,2,5,6
11_CARDEND_31866,11,31866,F Coppola Diamond Merlot,750mL,1,14.99,14.99,2016-02-06,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,5,6
16_LUNDY_41711,16,41711,Fish Eye Cab Svgn,750mL,1,5.99,5.99,2016-02-06,750,2,0.11,9815,WINE GROUP INC             ,2,5,6
10_HORNSEY_5750,10,5750,Malibu Rum Traveler,750mL,3,38.97,12.99,2016-02-06,750,1,2.36,17035,PERNOD RICARD USA          ,2,5,6
1_HARDERSFIELD_5285,1,5285,Jacquin Triple Sec,750mL,4,37.16,9.29,2016-02-06,750,1,3.15,4380,CHARLES JACQUIN ET CIE INC ,2,5,6
15_WANBORNE_3423,15,3423,Beefeater,1.75L,2,53.98,26.99,2016-02-06,1750,1,3.67,17035,PERNOD RICARD USA          ,2,5,6
14_BROMWICH_3851,14,3851,Grey Goose Vodka,375mL,1,15.99,15.99,2016-02-06,375,1,0.39,480,BACARDI USA INC            ,2,5,6
12_LEESIDE_2973,12,2973,Eagle Rare Single Barrel Bo,750mL,2,55.98,27.99,2016-02-06,750,1,1.57,8004,SAZERAC CO INC             ,2,5,6
10_HORNSEY_14701,10,14701,Cupcake Red Velvet,750mL,1,7.99,7.99,2016-02-06,750,2,0.11,9815,WINE GROUP INC             ,2,5,6
10_HORNSEY_8252,10,8252,Gazdina Rakija Plum Brandy,750mL,1,20.49,20.49,2016-02-06,750,1,0.79,7154,PREMIER DISTRIBUTORS       ,2,5,6
10_HORNSEY_5087,10,5087,Dr McGillicuddy's Peach,750mL,1,13.99,13.99,2016-02-06,750,1,0.79,8004,SAZERAC CO INC             ,2,5,6
1_HARDERSFIELD_8358,1,8358,Bacardi 151 Proof,750mL,1,19.99,19.99,2016-02-06,750,1,0.79,480,BACARDI USA INC            ,2,5,6
19_WINTERVALE_1595,19,1595,Gentleman Jack,375mL,2,31.98,15.99,2016-02-06,375,1,0.79,1128,BROWN-FORMAN CORP          ,2,5,6
16_LUNDY_41252,16,41252,Beringer Classic Pnt Grigio,1.5L,4,39.96,9.99,2016-02-06,1500,2,0.9,9819,TREASURY WINE ESTATES      ,2,5,6
12_LEESIDE_8033,12,8033,Jack Daniels No 7 Black,50mL,5,14.95,2.99,2016-02-06,50,1,0.26,1128,BROWN-FORMAN CORP          ,2,5,6
10_HORNSEY_1395,10,1395,Old Crow,750mL,1,8.99,8.99,2016-02-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
11_CARDEND_31277,11,31277,Landmark Overlook Chard,750mL,1,15.99,15.99,2016-02-06,750,2,0.11,9552,M S WALKER INC             ,2,5,6
10_HORNSEY_3764,10,3764,Patron Reposado Tequila,375mL,1,28.99,28.99,2016-02-06,375,1,0.39,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
11_CARDEND_2788,11,2788,Laphroaig 10 Yr Single Malt,750mL,3,149.97,49.99,2016-02-06,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
18_FURNESS_6876,18,6876,Sutter Home Clsc Chard,187mL 4 Pk,1,5.99,5.99,2016-02-06,187,2,0.03,8892,TRINCHERO FAMILY ESTATES   ,2,5,6
19_WINTERVALE_2120,19,2120,Canadian Club,1.75L,3,44.97,14.99,2016-02-06,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
14_BROMWICH_3162,14,3162,Burnett's Peach Vodka,50mL,1,0.99,0.99,2016-02-06,50,1,0.05,3924,HEAVEN HILL DISTILLERIES   ,2,5,6
15_WANBORNE_3893,15,3893,Zhenka 80 Proof,1.75L,11,109.89,9.99,2016-02-06,1750,1,20.21,9552,M S WALKER INC             ,2,5,6
18_FURNESS_41254,18,41254,Ch St Jean Merlot Cal,750mL,1,9.95,9.95,2016-02-06,750,2,0.11,9819,TREASURY WINE ESTATES      ,2,5,6
10_HORNSEY_8338,10,8338,The Glenlivet 12 Yr Single,375mL,1,19.99,19.99,2016-02-06,375,1,0.39,17035,PERNOD RICARD USA          ,2,5,6
1_HARDERSFIELD_6552,1,6552,Harveys Bristol Cream Sherry,1.5L,1,22.99,22.99,2016-02-06,1500,2,0.22,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
18_FURNESS_1001,18,1001,Bailey's 50mL 4 Pack,50mL 4 Pk,1,5.99,5.99,2016-02-06,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
17_OLDHAM_1734,17,1734,Duggans Dew O Kirkintilloch,1.75L,1,23.49,23.49,2016-02-06,1750,1,1.84,2496,DUGGANS DISTILLED PRODUCTS ,2,5,6
14_BROMWICH_5103,14,5103,Fireball Cinnamon Whisky,1.75L,3,74.97,24.99,2016-02-06,1750,1,5.51,8004,SAZERAC CO INC             ,2,5,6
19_WINTERVALE_1378,19,1378,Jim Beam,375mL,1,9.49,9.49,2016-02-06,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
13_TARMSWORTH_4130,13,4130,Kraken Black Spiced Rum,375mL,2,17.98,8.99,2016-02-06,375,1,0.79,7245,PROXIMO SPIRITS INC.       ,2,5,6
11_CARDEND_37821,11,37821,Frescobaldi Sangiovese Remo,750mL,1,6.99,6.99,2016-02-06,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
16_LUNDY_2792,16,2792,Jim Beam Apple,50mL,11,10.89,0.99,2016-02-06,50,1,0.58,12546,JIM BEAM BRANDS COMPANY    ,2,5,6
14_BROMWICH_34903,14,34903,Smoking Loon Cab Svgn,750mL,3,23.97,7.99,2016-02-06,750,2,0.34,9552,M S WALKER INC             ,2,5,6
1_HARDERSFIELD_4447,1,4447,Patron XO Cafe Dark Cocoa,750mL,1,25.99,25.99,2016-02-06,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
10_HORNSEY_5270,10,5270,Southern Comfort,50mL,3,5.97,1.99,2016-02-06,50,1,0.16,1128,BROWN-FORMAN CORP          ,2,5,6
19_WINTERVALE_3505,19,3505,Tito's Handmade Vodka,750mL,6,113.94,18.99,2016-02-06,750,1,4.72,4425,MARTIGNETTI COMPANIES,2,5,6
19_WINTERVALE_3808,19,3808,Three Olives Vodka,750mL,2,25.98,12.99,2016-02-06,750,1,1.57,7245,PROXIMO SPIRITS INC.       ,2,5,6
12_LEESIDE_40096,12,40096,Black Box Cab Svgn,3L,1,18.99,18.99,2016-02-06,3000,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,5,6
10_HORNSEY_3464,10,3464,UV Blue Raspberry Vodka,1.75L,2,35.98,17.99,2016-02-06,1750,1,3.67,9206,PHILLIPS PRODUCTS CO.      ,2,5,6
1_HARDERSFIELD_26732,1,26732,Bonterra Cab Svgn Organic,750mL,1,13.99,13.99,2016-02-06,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
14_BROMWICH_1174,14,1174,Rebel Yell,1.75L,1,19.99,19.99,2016-02-06,1750,1,1.84,8352,LUXCO INC                  ,2,5,6
13_TARMSWORTH_3687,13,3687,Fleischmanns Royal Traveler,750mL,1,4.99,4.99,2016-02-06,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,5,6
1_HARDERSFIELD_39983,1,39983,Little Penguin Shiraz Ausl,1.5L,2,23.98,11.99,2016-02-06,1500,2,0.45,4425,MARTIGNETTI COMPANIES,2,5,6
10_HORNSEY_4130,10,4130,Kraken Black Spiced Rum,375mL,5,44.95,8.99,2016-02-06,375,1,1.97,7245,PROXIMO SPIRITS INC.       ,2,5,6
13_TARMSWORTH_3637,13,3637,Zhenka Vodka Plastic,750mL,2,10.58,5.29,2016-02-06,750,1,1.57,9552,M S WALKER INC             ,2,5,6
1_HARDERSFIELD_31456,1,31456,Foxhorn SE Merlot Australia,1.5L,2,15.98,7.99,2016-02-06,1500,2,0.45,9815,WINE GROUP INC             ,2,5,6
14_BROMWICH_22447,14,22447,Pizzolato Pnt Grigio,750mL,4,27.96,6.99,2016-02-06,750,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
18_FURNESS_32648,18,32648,Beringer Classic Wh Znfdl,1.5L,1,9.99,9.99,2016-02-06,1500,2,0.22,9819,TREASURY WINE ESTATES      ,2,5,6
11_CARDEND_11152,11,11152,Stemmari Pt Nr,750mL,1,8.99,8.99,2016-02-06,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,6
17_OLDHAM_1386,17,1386,George Dickel No 8 Bourbon,750mL,1,19.99,19.99,2016-02-06,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,5,6
10_HORNSEY_482,10,482,Absolut 80 Proof,Liter,3,65.97,21.99,2016-02-06,1000,1,3.15,17035,PERNOD RICARD USA          ,2,5,6
10_HORNSEY_43124,10,43124,Gekkeikan Nigori Sake,300mL,1,5.99,5.99,2016-02-06,300,2,0.04,8320,SHAW ROSS INT L IMP LTD    ,2,5,6
14_BROMWICH_5676,14,5676,Kinky Liqueur,50mL,2,3.98,1.99,2016-02-06,50,1,0.1,7153,PINE STATE TRADING CO      ,2,5,6
